,Ano,Marca,Modelo,Usado/Novo,Preço,Classificação do Consumidor,Avaliações do consumidor,Tipo de vendedor,Nome do Vendedor,Avaliação do vendendor,Comentarios do vendedor,Rua do Vendedor,Estado,CEP,Qualidade do Negocio,Conforto,Desing do Interior,Desempenho,Preço Avaliado pelos consumidores,Desing Exterior,Confiabilidade,Cor do Exterior,Cor do Interior,Drivetrain,MinMPG,MaxMPG,Tipo de Combustivel,Transmissão,Motor,VIN,Stock#,Milhagem
5382,2018,Cadillac,XT5 Luxury,Novo,34214,4.8,131,Distribuidor,"Don Thornton Cadillac, Inc.",4.7,46,3939 S Memorial Drive Tulsa,OK,74145,Bom,4.8,4.8,4.7,4.6,4.9,4.8,Radiant Silver Metallic,Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS6JZ174081,P4855,38742
5383,2019,Ford,Escape Titanium,Usado,30500,4.7,264,Distribuidor,Zeck Ford,4.9,12912,4501 South 4th Trafficway Leavenworth,KS,66048,Bom,4.8,4.7,4.7,4.6,4.7,4.7,Magnetic Metallic,Charcoal Black,Four-wheel Drive,21,27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J99KUA37865,FA34074,35011
5384,2017,Lexus,ES 350 Base,Usado,34884,4.7,103,Distribuidor,Hendrick Lexus Kansas City,4.8,981,6935 W Frontage Rd Merriam,KS,66203,Razoável,4.7,4.7,4.7,4.5,4.7,4.8,Caviar,Black,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG7HU071247,PS71247,53321
5385,2015,BMW,Z4 sDrive35is,Usado,49400,4.6,14,Distribuidor,Baron BMW MINI,4.6,1479,9010 Shawnee Mission Pkwy Merriam,KS,66202,Sem Resposta,4.4,4.6,4.7,4.5,4.9,4.4,Black Sapphire Metallic,Black,Rear-wheel Drive,17,24,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBALM1C50FE634478,FE634478,16609
5386,2020,Mercedes-Benz,GLC 300 Base 4MATIC,Novo,46988,4.8,35,Distribuidor,Mercedes-Benz of Kansas City,4.7,707,13851 Madison Avenue Kansas City,MO,64145,Razoável,4.9,4.9,4.7,4.7,4.9,4.7,designo Diamond White Metallic,Magma Gray,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8EBXLF699783,P7196,41913
5387,2017,Ford,Edge Titanium,Usado,29900,4.7,290,Distribuidor,J.O. Williams Ford,4.9,103,419 Broadway Ave Gladewater,TX,75647,Bom,4.8,4.7,4.7,4.6,4.8,4.7,White Gold,Ceramic,Front-wheel Drive,20,29,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMPK3K8XHBC63423,22Z18,21721
5388,2018,Mazda,Mazda6 Touring,Usado,23577,4.8,68,Distribuidor,Chuck Anderson Ford,4.7,1184,1910 W Jesse James Rd Excelsior Springs,MO,64024,Bom,4.9,4.9,4.8,4.8,4.9,4.8,Deep Crystal Blue Mica,Black,Front-wheel Drive,26,35,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM1GL1VM8J1326129,8000,63617
5389,2019,Audi,Q8 3.0T Premium,Usado,58989,4.8,27,Distribuidor,Mercedes-Benz of Sugar Land,4.5,540,15625 Southwest Fwy Sugar Land,TX,77478,Bom,4.9,4.8,4.8,4.6,5.0,4.9,Samurai Gray Metallic,Black,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1AVAF11KD016600,T62295,31305
5390,2020,Honda,CR-V EX-L,Usado,34001,4.8,269,Distribuidor,Luther Mankato Honda,4.8,839,308 Raintree Rd Mankato,MN,56001,Bom,4.9,4.8,4.8,4.8,4.9,4.9,Modern Steel Metallic,Black,All-wheel Drive,27,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H89LH697302,PL1177,13278
5391,2021,Lincoln,Aviator Reserve AWD,Usado,58990,4.6,13,Distribuidor,Sam Leman Ford,4.8,288,1508 Morrissey Dr Bloomington,IL,61701,Ótimo,4.7,4.6,4.8,4.2,4.8,4.5,Black,Roast,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC7MGL16206,QBF3588,2968
5392,2021,Chevrolet,Tahoe LT,Usado,69998,4.5,37,Distribuidor,Kunes Chevrolet Cadillac of Delavan,4.7,923,1231 E Geneva St Delavan,WI,53115,Bom,4.6,4.7,4.4,4.3,4.7,4.3,Black,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKNKD7MR150860,02T464A,10422
5393,2020,Kia,Telluride SX,Usado,47988,4.8,211,Distribuidor,Bergstrom Imports of Oshkosh,4.8,768,3245 S Washburn St Oshkosh,WI,54904,Bom,4.9,4.9,4.8,4.7,4.9,4.9,Gray,Black,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC4LG033491,K22205A,36742
5394,2019,BMW,330 i xDrive,Usado,39591,4.9,30,Distribuidor,Napleton Off Lease,4.9,68,3650 North Wilke Road Arlington heights,IL,60004,Bom,4.9,4.9,5.0,4.6,4.9,4.9,Alpine White,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J53K8B03434,OL1816,13808
5395,2012,Mercedes-Benz,SLK-Class SLK 250,Usado,26775,4.8,23,Distribuidor,Highline Auto Sales,4.6,327,555 Executive Dr Willowbrook,IL,60527,Razoável,4.7,4.9,4.9,4.6,4.9,4.9,Black,Bengal Red / Black,Rear-wheel Drive,22,32,Gasoline,7-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,WDDPK4HA4CF040361,HL6213,46337
5396,2019,Mercedes-Benz,A-Class A 220 4MATIC,Usado,32975,4.5,36,Distribuidor,BMW of Orland Park,4.5,611,11030 W 159th St Orland Park,IL,60467,Bom,4.6,4.7,4.4,4.3,4.7,4.3,Mountain Gray Metallic,Titanium Gray / Black,All-wheel Drive,24,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD3G4FB1KW003150,VB726,48904
5397,2021,Volvo,XC90 T6 Momentum 7 Passenger,Novo,55998,5.0,21,Distribuidor,The Autobarn Volvo Cars of Oak Park,4.8,935,1140 Garfield St Oak Park,IL,60304,Bom,5.0,5.0,5.0,5.0,5.0,5.0,Onyx Black Metallic,Charcoal,All-wheel Drive,19,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK7M1761820,VP3258,9224
5398,2019,Lexus,RX 350 350,Usado,49998,4.8,102,Distribuidor,McGrath Lexus Chicago,4.8,1195,1250 W Division St Chicago,IL,60642,Bom,4.8,4.8,4.8,4.6,4.9,4.8,Caviar,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA0KC202464,N658A,22536
5399,2019,Cadillac,XT5 Luxury,Usado,41995,4.6,94,Distribuidor,Napleton Autowerks River Oaks,4.7,301,1777 River Oaks Dr Calumet City,IL,60409,Bom,4.8,4.7,4.6,4.4,4.7,4.5,Crystal White Tri-Coat,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS0KZ137271,G1686A,15626
5400,2021,Cadillac,Escalade Sport,Usado,109668,2.9,19,Distribuidor,Phillips Chevrolet of Lansing,4.9,4858,17730 Torrence Ave Lansing,IL,60438,Sem Resposta,3.5,4.1,2.6,2.2,3.8,2.1,Crystal White Tri-Coat,Brandy,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4FKL5MR244052,E5905,17208
5401,2022,Acura,MDX A-Spec,Usado,59020,4.9,16,Distribuidor,BMW of Fort Wayne/MINI of Fort Wayne,4.9,361,715 Grand National Drive Fort Wayne,IN,46804,Bom,4.9,4.8,4.9,4.9,4.9,4.9,Platinum White Pearl,Red,All-wheel Drive,19,25,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YE1H05NL032173,13X12972,16773
5402,2017,BMW,430 i,Usado,28996,4.9,13,Distribuidor,Grand Motorcars Kennesaw,2.0,31,890 Cobb Place Blvd Kennesaw,GA,30144,Bom,5.0,5.0,5.0,4.5,5.0,4.8,Imperial Blue Metallic,Black,Rear-wheel Drive,23,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4R7C30HK896156,HK896156,46076
5403,2015,Kia,Sorento LX,Usado,15900,4.6,151,Distribuidor,Marietta Auto Sales,4.3,1245,1666 Roswell Rd Marietta,GA,30062,Bom,4.6,4.6,4.4,4.5,4.6,4.5,Dark Cherry,Beige,Front-wheel Drive,20,27,Gasoline,6-SPEED A/T,4 Cylinder Engine,5XYKT3A66FG614011,FG614011,84376
5404,2020,Lexus,GX 460 Base,Usado,53906,4.9,22,Distribuidor,Nalley INFINITI of Atlanta,4.3,229,2550 The Nalley Way Atlanta,GA,30360,Ótimo,5.0,4.9,4.9,4.8,5.0,5.0,Black Onyx,Black,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX0L5262813,NIDP200036,38178
5405,2020,Cadillac,XT6 Premium Luxury AWD,Usado,50000,4.6,51,Distribuidor,Suburban Buick GMC of Troy,4.7,24,1850 W. Maple Rd. Troy,MI,48084,Ótimo,4.6,4.5,4.6,4.5,4.7,4.5,Crystal White Tri-Coat,Cirrus,All-wheel Drive,17,24,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPDRS2LZ144546,U02481,11850
5406,2020,Alfa,Romeo Giulia Base,Usado,33439,4.9,11,Distribuidor,EchoPark Automotive Greenville,4.6,39,2930 Laurens Rd Greenville,SC,29607,Bom,5.0,5.0,5.0,4.7,5.0,4.6,Anodized Blue Metallic,Tan / Black,Rear-wheel Drive,24,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAMAN4L7626886,PL7626886,17939
5407,2012,Mercedes-Benz,S-Class S 550 4MATIC,Usado,23495,4.8,36,Distribuidor,Northeast Auto Gallery,4.5,169,580 Broadway Ave Bedford,OH,44146,Ótimo,4.9,4.8,4.8,4.6,4.8,4.8,Black,Black,All-wheel Drive,15,24,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDNG9EB6CA454581,4581,83905
5408,2011,Mazda,CX-9 Grand Touring,Usado,7995,4.4,40,Distribuidor,Arko Auto Sales,4.3,11,35925 Vine St Eastlake,OH,44095,Bom,4.5,4.4,4.3,4.3,4.4,4.4,Brilliant Black Clearcoat,Black,All-wheel Drive,16,22,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,JM3TB3DV7B0318626,318626,171318
5409,2021,Jeep,Wrangler Unlimited Rubicon,Usado,53883,4.9,46,Distribuidor,Randy Marion Buick GMC,3.9,122,13701 Statesville Road Huntersville,NC,28078,Ótimo,4.9,5.0,4.9,4.6,4.9,4.8,Sarge Green Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXFN1MW581507,GM13286A,13362
5410,2017,Toyota,Highlander LE,Usado,28500,4.8,348,Distribuidor,Scott Clark Toyota,4.7,4644,13052 Marie Garris Rd Matthews,NC,28105,Bom,4.9,4.8,4.7,4.7,4.8,4.8,Midnight Black Metallic,Black,Front-wheel Drive,20,24,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,5TDZARFH6HS029615,99924A,61861
5411,2015,Honda,Civic SE,Usado,16998,4.7,307,Distribuidor,CarMax Winston-Salem - Now offering Curbside Pickup and Home Delivery,3.5,3,1580 Hanes Mall Blvd Winston-Salem,NC,27103,Razoável,4.6,4.6,4.6,4.7,4.6,4.8,Silver,Black / Red,Front-wheel Drive,30,39,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F7XFE226308,22827138,118645
5412,2020,Honda,Civic LX,Usado,24442,4.9,169,Distribuidor,Westshore Honda,4.6,1085,2522 N Dale Mabry Hwy Tampa,FL,33607,Bom,4.8,4.8,4.9,4.8,4.9,4.9,Aegean Blue Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F65LH569212,003030A,19407
5413,2016,Mercedes-Benz,GLE-Class GLE 350,Usado,26976,4.7,11,Distribuidor,BMW of Tampa,4.7,1046,109 E. Fowler Ave Tampa,FL,33612,Bom,4.9,4.9,4.7,4.1,4.8,4.7,Polar White,Ginger Beige / Espresso Brown,Rear-wheel Drive,18,24,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,4JGDA5JB5GA804452,9N11281A,65803
5414,2020,Lexus,RX 350,Usado,44429,4.8,76,Distribuidor,EchoPark Automotive Charleston Delivery Center,4.6,19,ONLINE ONLY Charleston,SC,29406,Bom,4.9,4.8,4.8,4.7,4.8,4.9,Eminent White Pearl,Black,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMAA9LC167195,PLC167195,39176
5415,2019,Honda,Passport EX-L,Usado,33457,4.7,102,Distribuidor,AutoNation Honda Sanford,4.7,2087,1000 Rinehart Rd Sanford,FL,32771,Bom,4.8,4.7,4.7,4.6,4.7,4.8,Black Copper Pearl,–,Front-wheel Drive,20,25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H59KB003493,KB003493,31963
5416,2017,Lexus,LX 570 Base,Usado,66850,4.5,19,Distribuidor,Sheehy Nissan of Manassas,4.7,1055,9010 Liberia Ave Manassas,VA,20110,Bom,4.6,4.7,4.3,4.3,4.5,4.8,Pearl,Cabernet,Four-wheel Drive,13,18,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AX5H4245605,DP15084,53375
5417,2019,INFINITI,QX50 ESSENTIAL,Usado,35998,4.7,87,Distribuidor,CarMax Laurel - Now offering Curbside Pickup,3.0,31,8800 Freestate Dr. Laurel,MD,20723,Ótimo,4.9,4.8,4.6,4.5,4.9,4.7,Hermosa Blue,Graphite,All-wheel Drive,24,30,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5M31KF104293,22344233,23322
5418,2017,BMW,750 i xDrive,Usado,44998,4.6,8,Distribuidor,CarMax Brandywine - Now offering Curbside Pickup,2.1,6,7700 Matapeake Business Dr Brandywine,MD,20613,Razoável,4.9,4.9,4.8,4.1,4.6,4.5,White,Brown,All-wheel Drive,16,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA7F2C34HG423307,21534613,53871
5419,2018,Honda,Accord EX,Usado,27900,4.8,652,Distribuidor,Heritage Toyota Owings Mills,4.8,1216,9801 Reisterstown Rd Owings Mills,MD,21117,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Kona Coffee Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F44JA118998,7U118998,19957
5420,2017,BMW,X5 xDrive35i,Usado,32488,4.7,77,Distribuidor,Auto Leader,4.6,145,6207 Reisterstown Rd Baltimore,MD,21215,Bom,4.8,4.7,4.7,4.4,4.8,4.7,Silver,Black,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C30H0V75407,5407,66215
5421,2016,Audi,A6 3.0T Prestige,Usado,25687,4.8,44,Distribuidor,"Criswell in Annapolis, MD",4.8,282,1707 West St Annapolis,MD,21401,Razoável,4.9,4.9,4.8,4.6,4.8,4.8,Mythos Black Metallic,Black,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAUHGAFC7GN002067,224172A,88255
5422,2014,Bentley,Continental GT Speed,Usado,134664,4.8,4,Distribuidor,Braman Bentley Palm Beach,4.8,23,2801 Okeechobee Blvd West Palm Beach,FL,33409,Sem Resposta,4.5,4.8,5.0,4.5,5.0,4.7,Ghost White 3 Coat Pearlescent,Linen,All-wheel Drive,12,21,E85 Flex Fuel,Close Ratio ZF 8-Speed Automatic with Quickshift,12 Cylinder Engine,SCBFC7ZA1EC087390,RU-P28913C,11025
5423,2021,Alfa,Romeo Stelvio Base,Usado,41957,4.8,8,Distribuidor,Rick Case Maserati,4.5,150,3500 Weston Road Davie,FL,33331,Bom,4.6,4.9,5.0,4.8,4.9,5.0,Lunare White Metallic,Black,Rear-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAJAN7M7D15507,TM7D15507,12596
5424,2021,RAM,1500 Big Horn,Usado,40789,4.8,92,Distribuidor,New Holland Auto Group,4.8,436,508 W Main St New Holland,PA,17557,Ótimo,4.9,4.9,4.8,4.6,4.9,4.8,Maximum Steel Metallic,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6RRFBG5MN671271,N671271,31106
5425,2016,Cadillac,CTS 2.0L Turbo Standard,Usado,22999,4.6,35,Distribuidor,CarVision Nissan,4.5,362,661 Airport Rd. Hazleton,PA,18202,Razoável,4.6,4.5,4.7,4.5,4.8,4.6,Black Raven,Light Platinum / Jet Black,Rear-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6AP5SX4G0177705,177705,63838
5426,2020,Kia,Sportage LX,Usado,25999,4.8,174,Distribuidor,Ambar Motors,3.4,70,4875 NW 77th Ave Doral,FL,33166,Bom,4.8,4.8,4.8,4.8,4.8,4.9,Hyper Red,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC7L7814333,20246,20071
5427,2019,Lincoln,Nautilus Reserve,Usado,44500,4.7,97,Distribuidor,Haldeman Ford Lincoln,4.7,463,2443 Lehigh St. Allentown,PA,18103,Bom,4.9,4.7,4.6,4.4,4.9,4.7,Iced Mocha Premium Colorant,Coffee,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2LMPJ8LP7KBL47894,06937A,23687
5428,2020,Land,Rover Range Rover Velar S R-Dynamic,Usado,61989,4.3,13,Distribuidor,Land Rover Jaguar Main Line,4.7,1381,325 E Lancaster Ave Wayne,PA,19087,Ótimo,4.2,4.5,4.1,3.9,4.9,4.2,Eiger Grey,Light Oyster / Ebony,Four-wheel Drive,21,27,Gasoline,Automatic,I4,SALYK2EX2LA283460,PH4790,21501
5429,2021,Lexus,RX 350 Base,Usado,53980,4.8,56,Distribuidor,Haldeman Lexus of Princeton,4.6,553,2630 BRUNSWICK PIKE Lawrenceville,NJ,8648,Bom,4.8,4.8,4.8,4.6,4.7,4.8,Atomic Silver,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2JZMDA7MC258527,P15252,14989
5430,2019,Mercedes-Benz,C-Class C 300 4MATIC,Novo,39556,4.8,40,Distribuidor,Mercedes Benz of Atlantic City,4.6,1090,6623 E Black Horse Pike Egg Harbor Township,NJ,8234,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Black,Black,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB4KU286908,KU286908T,14760
5431,2017,BMW,M2 Base,Usado,50710,4.9,18,Distribuidor,Volkswagen of Union,2.3,3,2155 Route 22 West Union,NJ,7083,Bom,4.7,4.7,5.0,5.0,4.9,5.0,Black Sapphire Metallic,Black,Rear-wheel Drive,18,26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Turbo,WBS1H9C39HV888567,M102574A,16189
5432,2021,Audi,Q7 45 Premium,Usado,59790,4.7,12,Distribuidor,Audi Brooklyn,3.9,273,665 65th St Brooklyn,NY,11220,Bom,4.9,4.7,4.6,4.3,4.9,4.3,Navarra Blue Metallic,Saiga Beige,All-wheel Drive,19,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1LJAF79MD035262,AU118132B,11647
5433,2019,Volkswagen,Atlas 3.6L SE w/Technology,Usado,35995,4.5,132,Distribuidor,Rockland Motors,4.6,147,85 N Route 303 West Nyack,NY,10994,Bom,4.7,4.6,4.3,4.5,4.7,4.4,Reflex Silver Metallic,Titan Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2UR2CA4KC555427,U13462,18229
5434,2018,Audi,Q5 2.0T Tech Premium,Usado,38898,4.7,181,Distribuidor,Brooklyn Mitsubishi,4.6,1252,5910 Church Ave Brooklyn,NY,11203,Razoável,4.7,4.7,4.7,4.4,4.7,4.6,Ibis White,Atlas Beige / Gray,All-wheel Drive,23,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY0J2202992,J2202992,18245
5435,2019,Honda,Pilot EX-L,Usado,29992,4.8,223,Distribuidor,DELLA Mitsubishi,4.6,85,7 Della Dr Plattsburgh,NY,12901,Bom,4.9,4.8,4.7,4.7,4.7,4.8,Modern Steel Metallic,Black,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58KB080236,14782A,83644
5436,2020,RAM,1500 Laramie,Usado,45594,4.8,201,Distribuidor,Rockville Centre GMC,4.9,189,510 Sunrise Highway Rockville Centre,NY,11570,Ótimo,4.9,4.9,4.8,4.6,4.8,4.7,Diamond Black,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT2LN157389,LN157389,48614
5437,2019,Honda,CR-V EX-L,Novo,31392,4.8,540,Distribuidor,Ron Bouchard Honda,4.8,421,500 Old Union Turnpike Lancaster,MA,1523,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Gray,Black,All-wheel Drive,27,33,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,2HKRW2H82KH620527,K029222A,36432
5438,2021,Chevrolet,Tahoe RST,Usado,70883,4.5,37,Distribuidor,Eastside Motoring,5.0,3,265 Bear Hill RD waltham,MA,2451,Bom,4.6,4.7,4.4,4.3,4.7,4.3,Black,Black,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKRKD2MR388154,388154,25168
5439,2019,Nissan,Rogue S,Usado,24487,4.7,255,Distribuidor,Ira Mazda,4.6,302,420 Providence Highway Westwood,MA,2090,Bom,4.8,4.8,4.6,4.6,4.8,4.7,Gun Metallic,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MV3KP507515,KP507515,19989
5440,2020,INFINITI,QX60 Pure,Usado,31260,4.8,39,Distribuidor,Hertz Car Sales Lynn,4.8,91,592-596 Lynnway Lynn,MA,1905,Ótimo,4.9,4.7,4.7,4.6,4.8,4.9,Liquid Platinum,Black,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM4LC531626,48484,47121
5441,2019,Volkswagen,Tiguan 2.0T SE,Usado,28000,4.5,136,Distribuidor,AutoNation Honda Valencia,4.7,1487,23551 Magic Mountain Pkwy Santa Clarita,CA,91355,Bom,4.6,4.7,4.3,4.5,4.6,4.5,Dark Moss Green Metallic,Gray,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV3B7AX9KM114141,KM114141,14480
5442,2006,Nissan,Murano S,Usado,5700,4.3,51,Distribuidor,Blok Charity Auto Clearance,2.5,41,9624 Artesia Blvd bellfower,CA,90706,Ótimo,4.6,4.4,4.2,4.1,4.5,4.0,Glacier Pearl,–,All-wheel Drive,19,24,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,JN8AZ08W06W500253,77180,140748
5443,2017,Audi,Q7 3.0T Premium Plus,Usado,33398,4.7,72,Distribuidor,HGreg Nissan Buena Park,4.6,528,6501 Auto Center Dr. Buena Park,CA,90621,Bom,4.9,4.8,4.7,4.4,4.7,4.6,Orca Black Metallic,Black,All-wheel Drive,19,25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF70HD007730,BU01111,58962
5444,2019,Mercedes-Benz,CLA 250 Base,Usado,32981,4.1,17,Distribuidor,Auto Republic Fullerton,3.6,51,1890 W Commonwealth Ave Fullerton,CA,92833,Bom,3.9,4.0,4.1,3.9,4.5,4.3,Gray Metallic,Black,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB8KN768215,F32117,16620
5445,2019,Mercedes-Benz,CLA 250 Base,Usado,29999,4.1,17,Distribuidor,California Motors Direct,3.2,243,2345 N Grand Ave Santa Ana,CA,92705,Ótimo,3.9,4.0,4.1,3.9,4.5,4.3,–,Black,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB2KN774544,KN774544,27281
5446,2019,Mercedes-Benz,CLA 250 Base,Usado,31998,4.1,17,Distribuidor,BMW of Las Vegas,4.6,1599,6900 W Sahara Ave Las Vegas,NV,89117,Bom,3.9,4.0,4.1,3.9,4.5,4.3,Polar White,–,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB7KN711990,KN711990,30689
5447,2019,Mercedes-Benz,C-Class C 300,Usado,36000,4.8,40,Distribuidor,Lexus of Henderson,4.8,4757,7737 Eastgate Rd Henderson,NV,89011,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Selenite Gray Metallic,Black,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB4KU299322,H220446A,21511
5448,2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Usado,68990,5.0,10,Distribuidor,Mercedes-Benz of Stevens Creek,4.7,1660,4500 Stevens Creek Blvd San Jose,CA,95129,Bom,5.0,5.0,5.0,4.8,5.0,5.0,Black,–,All-wheel Drive,17,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGED6EB7KA138392,KA138392,25460
5449,2019,BMW,X3 xDrive30i,Novo,39940,4.7,99,Distribuidor,BMW of Fremont,4.5,1222,5720 Cushing Parkway Fremont,CA,94538,Bom,4.7,4.7,4.8,4.3,4.8,4.6,Phytonic Blue Metallic,–,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C58KLR04497,KLR04497,16480
5450,2020,GMC,Terrain SLE,Usado,28019,4.7,79,Distribuidor,Concord Chevrolet,4.1,51,1330 Concord Avenue Concord,CA,94520,Ótimo,4.8,4.7,4.6,4.5,4.8,4.6,Satin Steel Metallic,Jet Black,Front-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALMEV9LL257600,LL257600A,18753
